time_step	object_id	x_m	y_m
1	4	35.648745999999996	4.6006219999999995
2	4	34.878544079470196	4.706214490066225
3	4	33.69844072408948	4.892811147896027
4	4	32.37960624252034	5.153206220746376
5	4	31.038465429865695	5.464087687759721
6	4	29.498147972586967	5.762063859886295
7	4	27.936156508146787	6.017016419277189
8	4	26.224483656827	6.245063717027179
9	4	24.47201927524445	6.488467961367868
10	4	22.651189461672256	6.818710516365318
11	4	20.913722825671414	7.298976409570104
12	4	19.23110302719228	7.977942106725048
13	4	17.685705628833748	8.771436701185863
14	4	16.18007433628439	9.616830095324369
15	4	14.764456101642917	10.415412264289209
16	4	13.376979909455715	11.095454350188803
17	4	12.02777174426412	11.646156628528612
18	4	10.660979583468807	12.188958555712116
19	4	9.355490895007216	12.965564877725155
20	4	8.34550234165958	13.997780374477049
21	4	7.666239337613093	15.293775429076335
22	4	7.353452587610027	16.906804039820756
23	4	7.34744060828466	18.703395517598967
24	4	7.496999902849717	20.620159960601892
25	4	7.694215618997646	22.61154377898894
26	4	7.866423210655621	24.606361343096236
4	5	34.298556	3.852464
5	5	33.76725854304635	4.187620794701987
6	5	32.747799718385245	4.609756916939014
7	5	31.597630520989775	4.993250468282041
8	5	30.263062153506283	5.3743354914354065
9	5	28.914398437506005	5.742812418491572
10	5	27.51782533909567	6.111718176556227
11	5	26.13356725122985	6.4348653345679825
12	5	24.70043184688435	6.833049433150631
13	5	23.26391086583108	7.190800444601683
14	5	21.75537408063209	7.487140139236156
15	5	20.190594756267274	7.769425956118944
16	5	18.505109419849816	8.172632290887616
17	5	16.83051113141253	8.737204735432702
18	5	15.166269663665673	9.43473454927544
19	5	13.49896071276177	10.31450095301335
20	5	11.934212460602236	11.40392932120152
21	5	10.505109895742443	12.742821352299242
22	5	9.250726941876671	14.279704864927012
23	5	8.147413774403935	15.96130601776946
24	5	7.156983161542689	17.766525724864238
25	5	6.262398989600118	19.61498964868207
26	5	5.471674173234047	21.53139857872443
27	5	4.737250595862927	23.47168776503836
28	5	4.006244846821549	25.3302871072628
5	7	10.02868	25.180380000000003
6	7	10.153077218543045	24.207344662251657
7	7	10.33092346157455	22.79631450232139
8	7	10.566814915947022	21.278533748044627
9	7	10.85889017733607	19.710714626622636
10	7	11.176964764527307	18.200677699669388
11	7	11.561608464284136	16.722399089057554
12	7	12.051439770232951	15.437453447709277
13	7	12.691971905347964	14.198752530947072
14	7	13.497674556105105	13.092909332376768
15	7	14.45349472662464	12.184191753385472
16	7	15.506871089226607	11.469854449465398
17	7	16.665028241864448	10.892847990621588
18	7	17.910953779343018	10.411738943708645
19	7	19.21087047309558	10.032426247577533
20	7	20.60558476472904	9.73811655248922
21	7	22.02363160821812	9.532567017054248
22	7	23.494264909882727	9.403956362750803
23	7	25.012870038296526	9.315376520008758
24	7	26.555589686278864	9.271652837431464
25	7	28.097650975237677	9.284752299515795
26	7	29.60436975312374	9.317497554166424
27	7	31.043816592329893	9.34641100243307
28	7	32.4119653448336	9.321088282328326
29	7	33.689066894536886	9.27134549445054
30	7	34.8553667323645	9.224454660474617
31	7	35.897341618538455	9.170141235058454
32	7	36.756177888245155	9.123859416636973
8	8	29.604468	3.538492
9	8	28.62980328476821	3.7718448079470197
10	8	27.311208522524055	4.145207282818724
11	8	25.884486003882927	4.497237973605353
12	8	24.42063470953585	4.888994137543837
13	8	23.068281037067557	5.272454589142222
14	8	21.76307555687299	5.648378705525406
15	8	20.562504483339833	6.017528310496879
16	8	19.428440926177718	6.422435209018555
17	8	18.331838331034945	6.855027903769976
18	8	17.259124292503	7.30889353338457
19	8	16.18704376380371	7.837189329493334
20	8	15.120839558194051	8.411025609467979
21	8	14.094361194968336	9.064708295402072
22	8	13.09263873829899	9.78045979146315
23	8	12.138671117898618	10.591286970798281
24	8	11.246695986988593	11.494708035718716
25	8	10.424333486878034	12.4985369782288
26	8	9.653892138873225	13.597861723231789
27	8	8.922901876936598	14.719409511110316
28	8	8.17841527756011	15.885979830622663
29	8	7.438486703673632	17.05975697979388
30	8	6.681639575704467	18.233210335578683
31	8	5.911937012213626	19.389850893483853
32	8	5.161690221906418	20.573290836227617
33	8	4.451943528620068	21.782918375217687
34	8	3.7727927401791583	23.037840740352973
10	10	10.75368	23.984579999999998
11	10	10.773734185430463	22.84006672847682
12	10	10.813182418580432	21.20847276092469
13	10	10.849359283245551	19.424294584830335
14	10	10.936837251173218	17.63769213299742
15	10	11.05779861848483	16.087423482604148
16	10	11.337974695618419	14.795237213686038
17	10	11.728247059506549	13.69262793750935
18	10	12.275177587325253	12.708785292330793
19	10	12.952298311023727	11.846971461778779
20	10	13.724839171570068	10.994925760584145
21	10	14.62121324775641	10.21921633218434
22	10	15.785674459990616	9.47821597571171
23	10	17.15778938132911	8.824731503579992
24	10	18.711482013964314	8.293167632225954
25	10	20.415294909273218	7.841361170749064
26	10	22.257815363136693	7.548589702419763
27	10	24.17531803857973	7.3259961732034204
28	10	26.125596454972996	7.14903510705668
29	10	28.058591895191686	6.941806562557165
30	10	29.920970122125954	6.633623487627857
31	10	31.696155473869524	6.257397316970346
32	10	33.39707240513398	5.828952617379754
33	10	34.98321906046852	5.3662854674339355
34	10	36.458247087136805	4.9483716365987895
14	13	11.522528	24.478575999999997
15	13	11.556548278145694	23.231656754966888
16	13	11.714146870083008	21.55475083539966
17	13	12.022546220242132	19.80485435228193
18	13	12.433227007898218	18.06685483535909
19	13	12.882968796404343	16.384163610904245
20	13	13.378577667565185	14.786062759616426
21	13	13.943616641371806	13.359215240633382
22	13	14.715271746532066	12.153904230086932
23	13	15.699691407929189	11.153574888572606
24	13	16.878487615136393	10.323050728264146
25	13	18.21897206779974	9.687384980421204
26	13	19.641257710039227	9.260178555938856
27	13	21.21547616269992	8.985243957584027
28	13	22.837166839064682	8.85204935113417
29	13	24.476433679409553	8.834236455590906
30	13	26.10970071629636	8.909458262148728
31	13	27.7156827841079	9.04680280383175
32	13	29.196216592167524	9.33913848455432
33	13	30.65764047581329	9.813261971701692
34	13	31.996941062415114	10.445351529670733
0	4	34.053	6.0215
1	4	33.65428009271523	6.051342490066225
2	4	33.0199822483411	6.088597191867799
3	4	32.31037749420925	6.101210917246023
4	4	31.483391335171927	6.136183071906565
5	4	30.55728303456112	6.26361170908725
6	4	29.522289330137554	6.41027745754117
