speed_bin,distance_min,distance_min,distance_min,distance_min,distance_min,distance_min,angle_at_min,angle_at_min,angle_at_min,angle_at_min,angle_at_min,angle_at_min,relative_speed_mean,relative_speed_mean,relative_speed_mean,relative_speed_mean,relative_speed_mean,relative_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,model,sfm
,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,,
3-4 m/s,1.5866413333333333,0.6802740820069021,1.94088,0.802349,2.016695,3,80.16315466666667,33.34211669012118,61.091368,60.73533,118.662766,3,2.8746185147845993,0.5966818593425722,2.5992656431891956,2.465335319213923,3.5592545819506807,3,2.4363879364365473,0.6376963148263358,2.164838298076923,1.9794130737327185,3.1649124375,3,Moussaid,SFM
4–5 m/s,1.591303076923077,0.22708887294495578,1.593681,1.019017,1.890077,13,73.40461676923077,19.519128980356996,68.915132,55.734916,124.680859,13,2.987971552714266,0.4271199623599459,3.0331684425156333,1.9086499974647773,3.464968338307202,13,2.552219234428411,0.47732214210561813,2.553213945054945,1.4092605658263304,3.080743413580247,13,Moussaid,SFM
5–6 m/s,1.5617255,0.14127426605601837,1.6174515,1.355018,1.656981,4,71.011399,1.2175748018792727,70.644695,69.983412,72.772794,4,3.3366974868730592,0.12671883177843588,3.3727226221633333,3.155674288489958,3.445670414675612,4,2.9813766570021407,0.08902542556539628,3.0221703127641586,2.848069792899408,3.033096209580838,4,Moussaid,SFM
