scenario,model,sfm,speed_type,variable,simulation_mean,simulation_std,simulation_median,real_value,difference_sim_minus_real,absolute_difference,relative_error_percent,n_simulations,rank
intersection_right,NES,SFM,Fixed,angle_at_min,91.45044135,17.331302286689514,99.344242,89.92377302732405,1.5266683226759596,1.5266683226759596,1.6977360616441988,20,1.0
intersection_right,NES,SFM,Random,angle_at_min,93.41598275,18.058061423848695,97.701942,89.92377302732405,3.492209722675952,3.492209722675952,3.883522237901224,20,2.0
intersection_right,Moussaid,SFM,Random,angle_at_min,73.9397539,19.1311453745403,69.72136,89.92377302732405,-15.984019127324046,15.984019127324046,17.775076144177334,20,3.0
intersection_right,Moussaid,SFM,Fixed,angle_at_min,72.27113335,26.046463365678488,65.29503349999999,89.92377302732405,-17.652639677324046,17.652639677324046,19.63067060360129,20,4.0
intersection_right,NES,SFM,Random,angle_increase_distance,7.0458444,1.9125912810711572,6.942857999999999,7.357831489551163,-0.31198708955116317,0.31198708955116317,4.240204331863474,20,1.0
intersection_right,NES,SFM,Fixed,angle_increase_distance,6.4592063,1.7712381873576195,6.0949005,7.357831489551163,-0.8986251895511632,0.8986251895511632,12.213179804773981,20,2.0
intersection_right,Moussaid,SFM,Fixed,angle_increase_distance,5.8782542,1.4518539209366108,6.539016,7.357831489551163,-1.4795772895511634,1.4795772895511634,20.108877074071447,20,3.0
intersection_right,Moussaid,SFM,Random,angle_increase_distance,5.78649695,1.6150428444145302,5.755442,7.357831489551163,-1.571334539551163,1.571334539551163,21.355946270074426,20,4.0
intersection_right,Moussaid,SFM,Random,cyclist_speed_mean,2.620676024244377,0.4731949241149454,2.7556229030990695,2.5394149328132993,0.08126109143107785,0.08126109143107785,3.1999926589804084,20,1.0
intersection_right,NES,SFM,Fixed,cyclist_speed_mean,2.356026005916824,0.21933087886927957,2.29589240625,2.5394149328132993,-0.18338892689647546,0.18338892689647546,7.22169994855104,20,2.0
intersection_right,NES,SFM,Random,cyclist_speed_mean,2.893931252518988,0.4628294782395033,2.952105667835901,2.5394149328132993,0.35451631970568886,0.35451631970568886,13.960551114541047,20,3.0
intersection_right,Moussaid,SFM,Fixed,cyclist_speed_mean,2.1455754732332495,0.3578250598437688,2.262463069521748,2.5394149328132993,-0.39383945958004984,0.39383945958004984,15.509062914099408,20,4.0
intersection_right,NES,SFM,Random,distance_min,0.85980925,0.4329260719569706,0.7183189999999999,0.8321631045670894,0.02764614543291055,0.02764614543291055,3.3222027366008633,20,1.0
intersection_right,NES,SFM,Fixed,distance_min,0.9633445500000002,0.29785855957916724,1.0060345,0.8321631045670894,0.13118144543291077,0.13118144543291077,15.763910309524526,20,2.0
intersection_right,Moussaid,SFM,Random,distance_min,1.5846883,0.2908194054325051,1.620826,0.8321631045670894,0.7525251954329106,0.7525251954329106,90.43001201361743,20,3.0
intersection_right,Moussaid,SFM,Fixed,distance_min,1.8251232000000002,0.30065463775683676,1.9025185,0.8321631045670894,0.9929600954329107,0.9929600954329107,119.32277338220511,20,4.0
intersection_right,Moussaid,SFM,Random,relative_speed_mean,3.0407137838565745,0.42418714835747,3.097218405693385,2.9778074533310845,0.06290633052549,0.06290633052549,2.1125049725804357,20,1.0
intersection_right,NES,SFM,Fixed,relative_speed_mean,2.7531441364427836,0.19135337288192014,2.7214133142068992,2.9778074533310845,-0.224663316888301,0.224663316888301,7.544588439960561,20,2.0
intersection_right,NES,SFM,Random,relative_speed_mean,3.3031788156685153,0.42657169203470463,3.3571244056715113,2.9778074533310845,0.3253713623374308,0.3253713623374308,10.926541337434644,20,3.0
intersection_right,Moussaid,SFM,Fixed,relative_speed_mean,2.5840466255117986,0.41974846831921486,2.72019739066583,2.9778074533310845,-0.3937608278192859,0.3937608278192859,13.223179604134936,20,4.0
