index,sum_sq,df,F,PR(>F)
C(model),0.03198036533026255,1.0,0.1856413128239623,0.6671797224954679
C(sfm),0.04045984179310075,1.0,0.23486342540350758,0.6286385162925902
C(speed_type),32.00688143006861,1.0,185.79523487982792,3.8043545921899054e-28
C(model):C(sfm),0.6413807783070041,1.0,3.723120998630238,0.05552666011306081
C(model):C(speed_type),0.10246739415970041,1.0,0.5948081385879848,0.44176309637979716
C(sfm):C(speed_type),0.23208366594363172,1.0,1.3472115151231134,0.24758587991943573
C(model):C(sfm):C(speed_type),0.08880405555619438,1.0,0.5154944694125752,0.4738720403400704
Residual,26.184987900885258,152.0,,
