index,sum_sq,df,F,PR(>F)
C(model),2.104728949155598,1.0,114.83586489307511,2.6018591638796213e-20
C(sfm),0.028066366972900172,1.0,1.5313256973219687,0.21782180547675437
C(speed_type),0.5113844027161032,1.0,27.90158333798397,4.347615361219259e-07
C(model):C(sfm),1.6124240250009243e-06,1.0,8.797527470681725e-05,0.9925286398342626
C(model):C(speed_type),0.43525329442562083,1.0,23.747803028498815,2.734787335859377e-06
C(sfm):C(speed_type),0.0014062876569000957,1.0,0.07672829293927283,0.782157423728189
C(model):C(sfm):C(speed_type),0.015828342895224713,1.0,0.8636083268235195,0.3542043596310465
Residual,2.7858787894316,152.0,,
