scenario,variable,model,sfm,speed_type,simulation_mean,simulation_std,real_value,absolute_difference,relative_error_percent,n_simulations
overtaking,distance_min,Moussaid,Without SFM,Random,1.3722835999999996,0.1574763880507671,1.293463501310657,0.07882009868934259,6.093724222560185,20
overtaking,angle_at_min,NES,SFM,Fixed,91.32836990000001,1.5771295047639033,87.14193391238214,4.18643598761787,4.804157768436915,20
overtaking,angle_increase_distance,NES,SFM,Fixed,8.069647649999999,0.32115967535156653,11.37053406269273,3.3008864126927318,29.03017918501383,20
overtaking,cyclist_speed_mean,Moussaid,Without SFM,Fixed,4.768392037651578,0.038769471383635526,6.847157913814309,2.0787658761627306,30.359543365704617,20
overtaking,relative_speed_mean,Moussaid,SFM,Fixed,3.422643145013404,0.2644833935086933,6.269910228630726,2.8472670836173224,45.411608456779,20
