simulation_id,distance_min,angle_at_min,relative_speed_mean,cyclist_speed_mean,pedestrian_speed_mean,cyclist_speed_max,distance_mean,angle_mean,heading_mean,cyclist_delta_v_mean,pedestrian_delta_v_mean,cyclist_delta_v_abs_mean,pedestrian_delta_v_abs_mean,cyclist_acc_mean,pedestrian_acc_mean,cyclist_acc_mean_positive,pedestrian_acc_mean_positive,cyclist_dec_mean,pedestrian_dec_mean,model,speed_type,sfm,angle_increase_distance
3,1.161786,90.17621,3.102017302868412,4.712627648514851,1.630452579207921,6.35899,8.645957985148515,48.32806825742574,-1.2566695578276292,-0.0005568019801980251,0.003294653465346536,0.05927517821782177,0.013415029702970295,0.5709621364451815,0.20577029667109137,0.9152135971268586,0.5701736024996062,-0.8443654146826776,-0.024124871438861814,Moussaid,Fixed,Without SFM,6.834376
4,1.147806,93.776051,3.411471743044893,4.810544080808081,1.4115282727272727,6.369711,8.810002111111112,56.494259717171715,-1.0196737198886885,-0.0003148030303030366,-0.0012894545454545448,0.06005667171717171,0.015817757575757572,0.5748724971465523,0.1767699639887644,0.9127259571512107,0.7650140622915174,-0.9724814463851089,-0.03411457349735599,Moussaid,Fixed,Without SFM,8.227707
5,1.208142,90.340185,3.392040432171885,4.82941978974359,1.4551872923076923,6.46147,8.723372533333333,54.21726015384616,-1.022637171644145,0.001586020512820512,0.0004523384615384616,0.06024903589743592,0.015222400000000002,0.6145703138543466,0.18118065412129405,0.9368124451284596,0.3698887393105828,-0.831770502109357,-0.022411436555725937,Moussaid,Fixed,Without SFM,8.033875
6,1.191741,91.043482,3.676622576175192,4.799016134969325,1.1284839509202453,6.402735,8.900602564417177,57.05707393865031,-0.9723913690869942,0.0017476196319018403,-0.0023458404907975476,0.06981196319018404,0.015493484662576692,0.6514770750578421,0.12954286983628138,0.8952892840038933,0.3025270259023523,-2.218426594016359,-0.030280784611182825,Moussaid,Fixed,Without SFM,8.194158
7,1.139905,88.359396,3.4495567601020376,4.799136513089004,1.3620410732984294,6.5,8.788656497382199,52.66600191623037,-1.4743408457263874,-0.0002170575916230436,0.001371387434554973,0.0632713612565445,0.01314457068062827,0.6596805545762672,0.17959862303376423,0.932878062690363,0.5415501803698372,-0.969229337766294,-0.3558745442206132,Moussaid,Fixed,Without SFM,8.210398
8,1.226381,94.552984,3.151128709457564,4.750663274111675,1.6167429441624368,6.204735,8.69232195431472,49.03008607614214,-0.9120013102584423,-0.002562644670050763,0.0013347055837563445,0.061904015228426396,0.015815375634517764,0.5827283487022592,0.20725002384681224,0.942720150612418,0.6033281932944163,-0.7640033817214571,-0.016924323286591957,Moussaid,Fixed,Without SFM,7.999937
9,1.311106,96.135379,2.932088178099727,4.7235539543147205,1.8152663502538073,6.26843,8.703490030456853,41.332997314720814,-1.456299674759373,0.0010382690355329905,0.0011303147208121826,0.05856747715736041,0.018754172588832486,0.6096669191015597,0.23520961163478904,0.9116731205545907,0.39492276368658075,-0.7621425527509095,-0.03817578558090691,Moussaid,Fixed,Without SFM,7.981759
10,1.194051,89.506087,3.296347430870832,4.788372685279188,1.5125789390862947,6.5,8.722556827411168,50.54366917258883,-1.4817432749488793,0.0004741116751269032,-0.0016017918781725893,0.06089022335025379,0.0175771421319797,0.6210854703077652,0.19475806486143957,0.9563836468364016,0.41407497886227135,-0.8215651014149061,-0.022040550323004,Moussaid,Fixed,Without SFM,8.107242
11,1.15454,95.663013,3.3010213497155014,4.760850864583333,1.4725488645833333,6.304412,8.690654682291667,49.92281081770833,-1.1459658362920664,0.0007899062499999998,-0.0004049947916666674,0.060223135416666664,0.016506057291666664,0.6560203681960878,0.18993093904792535,0.898334525687437,0.4341988497058147,-0.7311648926215486,-0.03887423797528288,Moussaid,Fixed,Without SFM,7.934584
12,1.115665,90.232219,3.565301443423297,4.754254896373057,1.1977237046632123,6.459971,8.79354678238342,56.17665117098446,0.7630251212013998,0.00044172538860103293,-0.0013284715025906738,0.06137523834196891,0.014289580310880828,0.6644222293066477,0.15614916552548266,0.857078587352936,0.2501500655222433,-1.1610102190682132,-0.01664660652738617,Moussaid,Fixed,Without SFM,7.569922
13,1.165121,90.021866,3.0622763830773794,4.685228450261781,1.6328010314136125,6.142059,8.669181162303666,44.05372672251309,-1.3905425162460243,-0.00019842408376963535,0.0025629528795811504,0.06120215183246073,0.01602510994764398,0.666260659474648,0.22224178888366344,0.921782100838732,0.3859265445169665,-0.5745558116519345,-0.03515219895766235,Moussaid,Fixed,Without SFM,7.839586
14,1.200365,92.292493,3.015593777286621,4.7947753659793815,1.8026744948453606,6.300257,8.7855011185567,43.1507720927835,-0.1329522478489479,-0.001330262886597939,0.0008700103092783498,0.06248014948453608,0.01859429896907216,0.6289753932904263,0.2419183410306216,0.9444855598906859,0.6130323362584177,-0.7295279612359722,-0.010435835844522059,Moussaid,Fixed,Without SFM,7.412807
15,1.117765,92.399439,3.152166951069809,4.779505092783505,1.6409828969072164,6.244404,8.723172783505156,47.60589934536082,-0.6542319854658668,-0.00030355154639175584,-0.0009217680412371138,0.060876768041237116,0.0184924381443299,0.615030804696847,0.2163330700631977,0.9296490978944094,0.6265743712896338,-0.7876737530322393,-0.04560297538819584,Moussaid,Fixed,Without SFM,7.605584
16,1.153952,91.595448,3.1775778274354725,4.766734852040816,1.6062303316326532,6.444421,8.727913234693878,47.77220486734694,-1.2574263308272478,0.0006640765306122445,-0.00020135714285714285,0.06000279081632653,0.017273806122448977,0.6265144315460164,0.20975911122864999,0.8350090000767618,0.414146776317621,-1.5196925547437867,-0.01746435627473949,Moussaid,Fixed,Without SFM,7.481902
17,1.216431,94.258684,3.193944265255762,4.780045484536082,1.6014847525773195,6.388438,8.764670984536082,47.36381667525774,-1.2373251035614174,8.01958762886573e-05,6.786597938144335e-05,0.06093941237113402,0.01763941237113402,0.6399658637915931,0.215398249084048,0.8913845689966605,0.3435260686652471,-0.8820911436250584,-0.04272215780928013,Moussaid,Fixed,Without SFM,7.623885
18,1.171033,88.277446,3.3787029735998506,4.773323561855671,1.4031115,6.388616,8.775468891752578,51.835611505154624,-1.1935685635677957,-0.00022153608247423462,-0.001141855670103093,0.06153551546391752,0.01730514432989691,0.6278420944738439,0.1846415030244397,0.9979025258989572,0.343853079417964,-0.6110479552504298,-0.05825516322252741,Moussaid,Fixed,Without SFM,7.884869
19,1.146905,95.990301,3.2073083008280467,4.7967835989847725,1.6151164873096449,6.383097,8.731094979695431,48.80938747208122,-1.18076904546119,-0.0008487309644669973,0.0011884010152284268,0.061049126903553304,0.016575274111675125,0.6012740833936085,0.21310497632929223,0.9039149344030966,0.3193017121018254,-0.9309704629239668,-0.029377570351325252,Moussaid,Fixed,Without SFM,7.982939
20,1.277296,90.617963,3.282602241973221,4.693204221105528,1.4288672562814073,6.237573,8.660250452261307,51.7697666482412,-1.1011460236841184,-3.0331658291459166e-05,-0.0012516381909547754,0.058741035175879405,0.015969638190954774,0.591171624759161,0.17826349662753843,0.9127726099321529,0.5904486619063137,-0.7473806384755645,-0.02222316096688811,Moussaid,Fixed,Without SFM,7.670046
1,1.503932,91.225434,2.167975584289504,3.7765470526315794,1.6695581619433197,4.548897,8.072805105263157,37.793251311740896,-1.616796952224653,0.01081841056910569,0.006972247967479675,0.02421729674796748,0.00738079268292683,0.2704691488041258,0.17431777280653937,0.6375017169120818,0.2724593608503605,-0.5421365730569324,-0.0167499246313296,Moussaid,Random,SFM,6.040927
2,1.352466,93.796145,2.7486365855062918,4.323794735159817,1.6080962785388129,5.392579,8.277900876712328,49.65955707762558,-1.1858852233323214,0.003838246575342464,-0.00035801826484018254,0.042984127853881275,0.016041844748858447,0.39658856771541134,0.18479451303501587,0.7863582811971763,0.46667682012203693,-0.7513364273720844,-0.039115382485062355,Moussaid,Random,SFM,7.389702
3,1.415999,92.564605,2.7364627235371737,4.008386801687763,1.292923400843882,5.004523,8.247114248945147,57.26131669620252,0.9011838700112326,-0.0025595485232067497,-0.0016073586497890294,0.041057050632911395,0.012739037974683549,0.3016889581816816,0.1307720087704488,0.6034129701776577,0.43977009156480684,-0.9052078356280584,-0.027257408065262372,Moussaid,Random,SFM,6.60917
4,1.623425,91.170188,2.311644935336513,3.8029717076271186,1.5149829788135596,4.518414,8.112015563559321,42.620204546610175,0.6316142648532238,0.0015002245762711862,0.0011883389830508477,0.03359600423728813,0.012048406779661019,0.340422665956389,0.16109655792956176,0.5596361732466754,0.3984337153468807,-0.4638588576985429,-0.031142922200537337,Moussaid,Random,SFM,5.486862
