index,sum_sq,df,F,PR(>F)
C(model),3.5373859519853035,1.0,5.253302265909904,0.023277877303684445
C(sfm),0.97350754917182,1.0,1.4457369038497176,0.23108298407979105
C(speed_type),94.40107695209471,1.0,140.1931816850373,2.4886054325727926e-23
C(model):C(sfm),3.8043086012509946,1.0,5.649703839626549,0.018702979114295824
C(model):C(speed_type),8.117277954003873,1.0,12.054809751493641,0.0006728466073501557
C(sfm):C(speed_type),2.230934798036715,1.0,3.3131173665248435,0.07069618530533546
C(model):C(sfm):C(speed_type),2.929936461987629,1.0,4.351190982169538,0.038653762065578516
Residual,102.35136633788125,152.0,,
