speed_bin,distance_min,distance_min,distance_min,distance_min,distance_min,distance_min,angle_at_min,angle_at_min,angle_at_min,angle_at_min,angle_at_min,angle_at_min,relative_speed_mean,relative_speed_mean,relative_speed_mean,relative_speed_mean,relative_speed_mean,relative_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,model,sfm
,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,,
3-4 m/s,1.7454423333333333,0.1545285488650345,1.763525,1.582668,1.890134,3,94.78275933333333,2.3654901175710585,95.894019,92.066257,96.388002,3,5.010004507656607,0.23324518075516382,4.888380087112656,4.862708718103923,5.278924717753241,3,3.2648617484837956,0.2153862901641583,3.3354882298136643,3.02302930994152,3.436067705696202,3,NES,Without SFM
4–5 m/s,1.7166759375,0.12858396468324695,1.745313,1.44524,1.885267,16,90.8493376875,2.000925119988445,91.069278,87.264516,94.505929,16,5.318384178363369,0.3293711392583067,5.365059016212411,4.744217792961654,5.767798389956299,16,3.8856913010338294,0.22882795056448724,3.9150808475363936,3.483976156549521,4.2038432022471905,16,NES,Without SFM
5–6 m/s,1.577798,,1.577798,1.577798,1.577798,1,92.931381,,92.931381,92.931381,92.931381,1,6.101327176755526,,6.101327176755526,6.101327176755526,6.101327176755526,1,4.604784123966943,,4.604784123966943,4.604784123966943,4.604784123966943,1,NES,Without SFM
