speed_bin,distance_min,distance_min,distance_min,distance_min,distance_min,distance_min,angle_at_min,angle_at_min,angle_at_min,angle_at_min,angle_at_min,angle_at_min,relative_speed_mean,relative_speed_mean,relative_speed_mean,relative_speed_mean,relative_speed_mean,relative_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,cyclist_speed_mean,model,sfm
,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,mean,std,median,min,max,count,,
< 3 m/s,1.567531,,1.567531,1.567531,1.567531,1,93.287056,,93.287056,93.287056,93.287056,1,3.8446005649560573,,3.8446005649560573,3.8446005649560573,3.8446005649560573,1,2.493431,,2.493431,2.493431,2.493431,1,NES,SFM
3-4 m/s,1.8416496666666669,0.10287043841810609,1.799026,1.766942,1.958981,3,89.91471533333333,2.098768821363931,91.068792,87.492166,91.183188,3,4.875540056600858,0.143839369873035,4.816838374292192,4.770334780480387,5.039447015029997,3,3.3431018605008567,0.022566866751247566,3.3556508676923076,3.3170497107142856,3.3566050030959755,3,NES,SFM
4–5 m/s,1.8461863333333335,0.08633181213589036,1.820231,1.766311,1.962946,6,90.7979775,2.0283349944186955,91.2237025,87.467439,93.471028,6,5.291072563366754,0.09814503161874893,5.288303585435503,5.162523929910177,5.460511501915001,6,3.9065692788444975,0.14729031178298976,3.8666614191154594,3.747288294520548,4.157609716475096,6,NES,SFM
5–6 m/s,1.7619607777777777,0.15989084661479047,1.758523,1.522929,2.033398,9,90.42703766666666,1.8291391358149176,90.133584,87.67121,93.136724,9,5.856120040320064,0.20135891061718464,5.800807076413404,5.615835749643173,6.09857876024408,9,4.41742231778468,0.12429213305781481,4.365693424908424,4.2650316875,4.596803364016736,9,NES,SFM
6–7 m/s,1.639095,,1.639095,1.639095,1.639095,1,86.730758,,86.730758,86.730758,86.730758,1,7.204824217526798,,7.204824217526798,7.204824217526798,7.204824217526798,1,5.305190448113207,,5.305190448113207,5.305190448113207,5.305190448113207,1,NES,SFM
