index,sum_sq,df,F,PR(>F)
C(model),0.19845401343574456,1.0,1.3652985753999034,0.24445065067014599
C(sfm),0.3301544060109335,1.0,2.2713541156711132,0.1338602318249443
C(speed_type),42.39784211010956,1.0,291.683259163236,3.487294770187183e-37
C(model):C(sfm),0.02226449181584787,1.0,0.15317240720869604,0.6960700323457969
C(model):C(speed_type),0.17957352131712406,1.0,1.2354069771090586,0.26811307342174245
C(sfm):C(speed_type),0.34828803564160454,1.0,2.396107544805469,0.12371713248224796
C(model):C(sfm):C(speed_type),0.0089160713910658,1.0,0.06133964920960078,0.8047252083962622
Residual,22.094075673811993,152.0,,
