index,sum_sq,df,F,PR(>F)
C(model),0.5702958325524917,1.0,0.6810515444318852,0.4105181680587811
C(sfm),0.0010319258264053343,1.0,0.001232333532347556,0.9720423849330696
C(speed_type),112.48078240349517,1.0,134.3253907922538,1.1756623943111772e-22
C(model):C(sfm),4.209300536370044,1.0,5.02677815203729,0.02640578457786844
C(model):C(speed_type),7.936812058220095,1.0,9.478200263051859,0.00246771053900165
C(sfm):C(speed_type),0.5633823863840451,1.0,0.6727954553608961,0.41336310704023016
C(model):C(sfm):C(speed_type),0.017273977659009832,1.0,0.0206287131899525,0.8859852613554313
Residual,127.28106595850832,152.0,,
