index,sum_sq,df,F,PR(>F)
C(model),9.65007593103993,1.0,636.6758469229552,3.250475653969115e-56
C(sfm),0.31821475803062765,1.0,20.994617246571256,9.537591046742334e-06
C(speed_type),0.7400029369700262,1.0,48.8226206703115,8.229477818148203e-11
C(model):C(sfm),0.02961013991040065,1.0,1.9535660692910175,0.16423963374404602
C(model):C(speed_type),0.0066655363328996416,1.0,0.4397671085980026,0.5082393210081607
C(sfm):C(speed_type),0.011947910730624772,1.0,0.7882783760190202,0.37602397511504326
C(model):C(sfm):C(speed_type),0.03563516903039945,1.0,2.351074912239294,0.12727542160617453
Residual,2.3038592536644003,152.0,,
