scenario,model,sfm,speed_type,variable,simulation_mean,simulation_std,simulation_median,real_value,difference_sim_minus_real,absolute_difference,relative_error_percent,n_simulations,rank
avoidance,Moussaid,Without SFM,Random,distance_min,1.2331418500000002,0.1306516902846629,1.243677,1.2003485633833202,0.03279328661668002,0.03279328661668002,2.7319803278014825,20,1.0
avoidance,Moussaid,SFM,Fixed,distance_min,1.1462032999999998,0.08432192349629952,1.142161,1.2003485633833202,-0.054145263383320374,0.054145263383320374,4.510795033628043,20,2.0
avoidance,Moussaid,Without SFM,Fixed,distance_min,1.0967827499999998,0.0967587292022221,1.0660924999999999,1.2003485633833202,-0.10356581338332038,0.10356581338332038,8.62797828419174,20,3.0
avoidance,Moussaid,SFM,Random,distance_min,1.3076918499999999,0.11313265832188475,1.3155255000000001,1.2003485633833202,0.10734328661667969,0.10734328661667969,8.942676310131144,20,4.0
avoidance,NES,Without SFM,Fixed,distance_min,1.5438104000000001,0.15862734453508523,1.5579985,1.2003485633833202,0.34346183661667995,0.34346183661667995,28.61350836698578,20,5.0
avoidance,NES,SFM,Fixed,distance_min,1.70734135,0.11687699393819534,1.7132429999999998,1.2003485633833202,0.5069927866166799,0.5069927866166799,42.23713028719446,20,6.0
avoidance,NES,Without SFM,Random,distance_min,1.714047,0.12924824264263915,1.745313,1.2003485633833202,0.5136984366166799,0.5136984366166799,42.79577218543603,20,7.0
avoidance,NES,SFM,Random,distance_min,1.7833169999999998,0.13923532169751512,1.782984,1.2003485633833202,0.5829684366166796,0.5829684366166796,48.566595937226445,20,8.0
avoidance,Moussaid,Without SFM,Fixed,relative_speed_mean,6.5316537063870355,0.20181759618655712,6.561647426958093,7.755503394365684,-1.2238496879786487,1.2238496879786487,15.780402969944754,20,1.0
avoidance,Moussaid,SFM,Fixed,relative_speed_mean,6.475531869785016,0.2352956953551153,6.47346344131371,7.755503394365684,-1.2799715245806684,1.2799715245806684,16.504041833191103,20,2.0
avoidance,NES,SFM,Fixed,relative_speed_mean,6.466584052284138,0.20721579397256484,6.499564418314287,7.755503394365684,-1.2889193420815461,1.2889193420815461,16.619415614180976,20,3.0
avoidance,NES,Without SFM,Fixed,relative_speed_mean,6.4471021738737,0.24017692395411042,6.414111525074205,7.755503394365684,-1.3084012204919837,1.3084012204919837,16.870616308962326,20,4.0
avoidance,Moussaid,SFM,Random,relative_speed_mean,5.676889343716587,0.5960357771982189,5.5996100243052265,7.755503394365684,-2.0786140506490973,2.0786140506490973,26.801794093200904,20,5.0
avoidance,Moussaid,Without SFM,Random,relative_speed_mean,5.565931433352949,0.7119830899871042,5.477049893050731,7.755503394365684,-2.189571961012735,2.189571961012735,28.232493104231544,20,6.0
avoidance,NES,SFM,Random,relative_speed_mean,5.506378034768327,0.6740690430435898,5.538173625779087,7.755503394365684,-2.2491253595973575,2.2491253595973575,29.00037876627493,20,7.0
avoidance,NES,Without SFM,Random,relative_speed_mean,5.311274377676963,0.37228806451786245,5.315945560007224,7.755503394365684,-2.4442290166887215,2.4442290166887215,31.51605888618959,20,8.0
