scenario,variable,model,sfm,speed_type,simulation_mean,simulation_std,real_value,absolute_difference,relative_error_percent,n_simulations
avoidance,distance_min,Moussaid,Without SFM,Random,1.2331418500000002,0.1306516902846629,1.2003485633833202,0.03279328661668002,2.7319803278014825,20
avoidance,angle_at_min,NES,Without SFM,Random,91.5434531,2.4318176524341863,95.07232318470862,3.528870084708629,3.711774327690154,20
avoidance,angle_increase_distance,Moussaid,Without SFM,Random,11.301070200000002,1.1755855918919547,11.532340792444796,0.23127059244479398,2.005408933078935,20
avoidance,cyclist_speed_mean,Moussaid,Without SFM,Fixed,5.045400193100421,0.039486853103125975,6.0110983156940785,0.9656981225936576,16.065252502564537,20
avoidance,relative_speed_mean,Moussaid,Without SFM,Fixed,6.5316537063870355,0.20181759618655712,7.755503394365684,1.2238496879786487,15.780402969944754,20
